temperature,humidity,pressure
32.483570765056164,78.99355436586002,1006.6241086251281
29.308678494144075,74.24633682912769,1009.2774066464224
33.23844269050346,65.59630369920174,1006.0379003950002
37.61514928204013,58.53063222294426,1008.4601923518048
28.829233126383322,71.9822331361359,1000.531926665231
28.8293152152541,68.9348538542175,1011.0664685368647
37.896064077536955,73.95193220027733,1010.0060273768112
33.837173645764544,71.35171801681969,1005.914556844659
27.65262807032524,75.49552715319335,1013.2962283421621
32.712800217929825,59.64764788439432,1014.6878506881328
27.682911535937688,78.17394065634326,1001.9622006781551
27.671351232148716,66.975996046924,1006.1863761071689
31.20981135783017,85.75260872625265,1006.1542882510635
20.43359877671101,58.10812181910432,1005.3004844944556
21.375410837434835,82.3596380316525,1014.1473742096588
27.188562353795135,66.97910783462648,1009.030869306136
24.93584439832788,58.48581996385552,1008.6774257934469
31.571236662976368,60.16114165945678,999.9806881779663
25.459879622393945,61.7965269180568,1013.1770901510462
22.938481493323543,69.24165946401916,1003.8037080257326
37.32824384460777,70.228354880355,1010.2996631513316
28.871118497567323,59.26299996061421,1011.3868846897909
30.33764102343962,64.75645407739017,1016.8032929791932
22.87625906893272,86.42270358611864,1003.4558980044044
27.278086377374088,82.27543170100711,994.9024392208959
30.55461294854933,69.36323669674032,1010.9192477237684
24.245032112888488,65.380034781682,1019.0025559075543
31.87849009172836,66.20031326718261,1016.1947317646972
26.996806550405974,71.13517972730416,1011.0482970763732
28.541531251033618,54.77207434801595,1007.5418190718398
26.991466938853016,62.42623462576655,1014.0356129831865
39.26139092254469,48.314159261224106,1005.1322690014777
29.93251387631033,68.9922312260528,1012.3817888467811
24.711445355220498,71.4719593970274,1012.5273507958332
34.11272456051594,60.16813537700626,1015.3010495374944
23.895781750144888,80.73986763290033,1023.7983001945554
31.044317975023777,52.74234336997659,1011.9620798358939
20.201649380601122,50.3562511979018,1007.4551818714625
23.359069755507846,67.24451818559972,1009.87212843904
30.984306179345616,75.47098302612154,1001.1546204755545
33.69233289997705,81.83927691457869,1006.5264343445547
30.85684140594985,60.4111573713106,1007.9535878094345
29.421758588058797,75.78680833431295,1007.3795580103271
28.494481522053555,64.61491530499293,1010.7617743601686
22.607390048162863,63.273727000591805,1005.887900338089
26.400778958026457,73.83659937486672,1015.6051533366224
27.696806145201062,71.52322878413419,1010.0010353245909
35.285611131094576,49.236078430157505,1009.953498394307
31.71809144784231,79.76540349725896,1008.3605264174354
21.18479922318633,78.80091354147451,1010.7759534192949
31.620419846973974,58.74437298490471,1014.1254913233382
28.074588597918417,68.95803533437409,1005.6643489214455
26.615389998470206,69.94030186282738,1006.7094175546238
33.058381444204336,67.60673765823907,1008.4813698561167
35.154997612479754,59.4969484615458,1003.2706453826339
34.65640059558099,58.283766320619485,1005.9037107013925
25.803912383886807,64.74445929008554,1007.6188956322767
28.453938120743928,76.72729019259364,1014.3719459035636
31.65631715701782,70.43600154594432,1011.3128066450096
34.877725635611796,61.29385667913894,1010.9679495568378
27.60412881077355,72.71698710648344,1014.2544898108399
29.071705116680914,36.51457379369924,1009.313141058003
24.46832512996986,76.48765700372104,1011.9523242496444
24.018966879596647,47.60286221221901,1009.4838912353375
34.06262911197099,61.37559058596868,1011.3268117469981
36.78120014285412,53.803301053738565,1007.086206711942
29.63994939209833,52.053185242790946,997.8059142086179
35.01766448946012,76.6082678737852,1009.3286041890685
31.80818012523817,60.32298798688109,1017.1137406804997
26.77440122697438,68.46503881730716,1014.6310770112079
31.80697802754207,64.53079421120816,1014.8269874229559
37.690182832329846,69.77040827223121,1016.1806536090311
29.820869804450243,65.76821891060256,1010.4432879548071
37.82321827907003,52.1700777581143,1010.986578537028
16.901274479551276,74.9626681944714,1006.9117405228283
34.10951252187612,60.06243416838687,1008.4196357198648
30.435235341190857,49.434181013402494,1013.0788557488557
28.504963247670663,60.718848390340874,1016.0194221858441
30.45880388267751,80.00759790634311,1009.302768621595
20.062155426995538,73.50221742113493,1007.749053675743
28.90164056081244,61.51347865592141,1010.002639794283
31.78556285755873,61.50742295681571,1013.0060337446456
37.38947022370758,61.783649487826175,1002.7807259193323
27.40864890863176,85.76747983560841,998.5190952343138
25.95753198553406,68.81935452231554,1007.2473157525421
27.491214782077318,69.3004164719107,1003.8964378704292
34.57701058851037,75.30283454031843,1007.4592990117634
31.643755548298422,67.38789159026514,1009.2610984059127
27.351198981164806,62.40957854179297,1007.7337579548849
32.56633716556678,63.03650150915022,1017.2623376723537
30.4853877467402,64.28398740585936,1011.6337238230116
34.84322495266444,64.62777763490159,1011.5023717980541
26.489734530613237,72.2762954363698,1013.111035720217
28.361689267011158,65.519458858073,1004.3058344110962
28.039459234339212,72.3264007721558,1015.1955589371014
22.682425259339407,64.19283419891417,1009.6211785673227
31.48060138532288,65.7863519031609,1013.3524030862061
31.305276360899448,45.01799315467892,1004.6407138347993
30.025567283212304,74.16327674702481,1002.2312061699197
28.827064333124266,68.46488475897992,1014.0894482901251
22.92314628974793,74.98010109859652,1011.8820476304876
27.896773386173205,36.03744621806311,1005.4897422282124
28.286427417366152,85.88374704780728,1005.6516845936266
25.988613653891903,63.604103718448265,1015.6271739220739
29.193571441669953,76.08182816737516,1004.0529405356633
32.02025428407269,54.60094072874469,1018.2133647662798
39.43092950605265,71.12773905062569,1005.4968963267606
30.872889064159196,54.46584436826344,1013.1919596280419
31.28775195361382,58.76231039304195,1008.3569076212551
29.627770421169163,84.14031353866787,1013.0159371554117
20.406143923504793,63.09317599236653,1007.279429989429
29.867430622753915,67.17432873179723,1009.1860354696386
30.301151049705133,73.70067730688754,1010.2045958769786
42.316210562426434,69.95681887972604,1004.9890627210926
29.038195176094387,66.50418905143576,1013.7041217271006
31.507736711668063,68.64961002466225,1007.4339321676421
29.826441151473784,89.03415585238275,1008.8570004233
24.15660981190234,64.42381202966415,1005.0282531269575
35.7141140725751,67.01099046714967,997.1883317060234
33.75966516343387,75.50654396007612,1009.0448611869991
33.95515973521523,76.05525932957984,1022.0630771080646
25.453062726026303,76.8703030556038,1013.9230214394901
37.013971554680495,71.38730222029184,1009.903698101328
